	time (s)	A		B		M		AM		BM		MAB		ABM		AB		MABM
   3.7945328e+00   2.8860605e-01   2.8860605e-01   3.5556655e+03   2.0523256e+01   2.0523256e+01   2.9614979e-03   2.9614979e-03   4.1645740e-05   7.9184487e+01
   3.8830980e+00   2.8860606e-01   2.8860606e-01   3.5556655e+03   2.0523256e+01   2.0523256e+01   2.9614978e-03   2.9614978e-03   4.1645739e-05   7.9184487e+01
   3.9737304e+00   2.8860606e-01   2.8860606e-01   3.5556655e+03   2.0523256e+01   2.0523256e+01   2.9614978e-03   2.9614978e-03   4.1645739e-05   7.9184487e+01
   4.0664781e+00   2.8860605e-01   2.8860605e-01   3.5556655e+03   2.0523256e+01   2.0523256e+01   2.9614978e-03   2.9614978e-03   4.1645740e-05   7.9184487e+01
   4.1613906e+00   2.8860603e-01   2.8860603e-01   3.5556655e+03   2.0523255e+01   2.0523255e+01   2.9614979e-03   2.9614979e-03   4.1645740e-05   7.9184488e+01
   4.2585183e+00   2.8860601e-01   2.8860601e-01   3.5556655e+03   2.0523253e+01   2.0523253e+01   2.9614979e-03   2.9614979e-03   4.1645741e-05   7.9184490e+01
   4.3579130e+00   2.8860600e-01   2.8860600e-01   3.5556655e+03   2.0523253e+01   2.0523253e+01   2.9614980e-03   2.9614980e-03   4.1645741e-05   7.9184490e+01
   4.4596276e+00   2.8860599e-01   2.8860599e-01   3.5556655e+03   2.0523252e+01   2.0523252e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184491e+01
   4.5637163e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184492e+01
   4.6702344e+00   2.8860597e-01   2.8860597e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184492e+01
   4.7792386e+00   2.8860596e-01   2.8860596e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184492e+01
   4.8907871e+00   2.8860596e-01   2.8860596e-01   3.5556655e+03   2.0523250e+01   2.0523250e+01   2.9614981e-03   2.9614981e-03   4.1645743e-05   7.9184493e+01
   5.0049391e+00   2.8860596e-01   2.8860596e-01   3.5556655e+03   2.0523250e+01   2.0523250e+01   2.9614981e-03   2.9614981e-03   4.1645742e-05   7.9184493e+01
   5.1217554e+00   2.8860597e-01   2.8860597e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184492e+01
   5.2412983e+00   2.8860597e-01   2.8860597e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184492e+01
   5.3636313e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184492e+01
   5.4888196e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184492e+01
   5.6169298e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184491e+01
   5.7480302e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523252e+01   2.0523252e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184491e+01
   5.8821904e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523252e+01   2.0523252e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184491e+01
   6.0194820e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523252e+01   2.0523252e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184491e+01
   6.1599780e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523252e+01   2.0523252e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184491e+01
   6.3037532e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184491e+01
   6.4508841e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184492e+01
   6.6014491e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184492e+01
   6.7555283e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184492e+01
   6.9132038e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184492e+01
   7.0745594e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184492e+01
   7.2396811e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184492e+01
   7.4086568e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184492e+01
   7.5815765e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184492e+01
   7.7585321e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184492e+01
   7.9396178e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184492e+01
   8.1249302e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184492e+01
   8.3145678e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184492e+01
   8.5086316e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184492e+01
   8.7072248e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184492e+01
   8.9104533e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184492e+01
   9.1184252e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184492e+01
   9.3312512e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184492e+01
   9.5490446e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184492e+01
   9.7719213e+00   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184492e+01
   1.0000000e+01   2.8860598e-01   2.8860598e-01   3.5556655e+03   2.0523251e+01   2.0523251e+01   2.9614980e-03   2.9614980e-03   4.1645742e-05   7.9184492e+01
